customer_id,transaction_count,spending_ratio,join_date,age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,default_flag,repayment_history,inflation_rate,interest_rate,year,month,day,weekday,region_North,region_South,region_West,loan_purpose_Education Loan,loan_purpose_Home Loan,loan_purpose_Personal Loan,income_group,high_income_flag,income_quantile,income_kmeans,join_year,debt_to_income,avg_monthly_transactions,spending_to_income
233,267,0.688,2021-02-19,38.0,1,4,Self-Employed,75937.0,95442.0,891.0,0,Good,5.293999863114325,11.106104610671983,2021,2,19,4,True,False,False,True,False,False,Medium,0,Q2,2,2021,1.2568576583220301,22.25,52244.655999999995
234,353,0.052,2020-06-23,63.0,1,4,Salaried,133830.0,34990.0,375.0,1,Good,6.069032468342513,8.93941664181035,2020,6,23,1,False,True,False,False,False,False,High,1,Q3,0,2020,0.2614510946723455,29.416666666666668,6959.16
235,424,0.273,2021-11-10,49.0,1,3,Unemployed,118074.0,28143.0,876.0,1,Good,6.283529711215781,6.980036841748293,2021,11,10,2,True,False,False,True,False,False,High,1,Q3,0,2021,0.2383505259413588,35.333333333333336,32234.202
236,437,0.926,2022-08-29,23.0,0,1,Unemployed,112216.0,33956.0,532.0,1,Average,7.08349759729089,9.729796469388031,2022,8,29,0,False,True,False,True,False,False,High,1,Q3,0,2022,0.3025949953660797,36.416666666666664,103912.016
237,240,0.083,2018-10-03,59.0,0,3,Unemployed,145061.0,14920.0,458.0,0,Poor,6.711649903156198,10.856352302000131,2018,10,3,2,False,True,False,False,False,True,High,1,Q3,1,2018,0.10285328241222658,20.0,12040.063
238,47,0.987,2020-12-21,69.0,1,1,Self-Employed,137565.0,77562.0,584.0,0,Poor,5.101789756251963,9.321989321659526,2020,12,21,0,False,True,False,True,False,False,High,1,Q3,0,2020,0.5638207392868826,3.9166666666666665,135776.655
239,66,0.334,2020-09-24,46.0,0,1,Unemployed,191178.0,40363.0,883.0,1,Average,5.975346971149613,9.110598906390067,2020,9,24,3,False,False,False,False,False,False,High,1,Q4,1,2020,0.21112784943874296,5.5,63853.452000000005
240,59,0.464,2020-08-05,56.0,1,4,Salaried,63113.0,54765.0,545.0,0,Poor,5.037941733401798,8.130294665050503,2020,8,5,2,False,False,False,False,False,True,Medium,0,Q1,2,2020,0.8677293109185112,4.916666666666667,29284.432
241,276,0.399,2021-10-19,32.0,0,3,Unemployed,188538.0,66254.0,688.0,1,Average,5.176092106978702,11.058513107194601,2021,10,19,1,False,True,False,False,False,False,High,1,Q4,1,2021,0.35140926497576086,23.0,75226.66200000001
242,216,0.408,2019-10-01,57.0,1,1,Salaried,69859.0,36062.0,562.0,0,Good,7.439187871092762,9.314922148828131,2019,10,1,1,True,False,False,True,False,False,Medium,0,Q2,2,2019,0.5162112254684436,18.0,28502.471999999998
243,285,0.162,2020-01-04,35.0,1,3,Self-Employed,185752.0,34418.0,660.0,0,Poor,4.776956650300642,7.334489301653632,2020,1,4,5,False,False,True,True,False,False,High,1,Q4,1,2020,0.1852900641715836,23.75,30091.824
244,200,0.294,2019-12-06,40.0,1,2,Unemployed,108512.0,10704.0,395.0,0,Poor,7.367468007297013,6.863519793377149,2019,12,6,4,False,False,False,True,False,False,High,1,Q2,0,2019,0.09864346800353878,16.666666666666668,31902.528
245,247,0.176,2022-12-07,59.0,0,4,Salaried,65284.0,69459.0,334.0,1,Poor,7.2657852752522665,11.592886380788405,2022,12,7,2,False,True,False,False,False,True,Medium,0,Q2,2,2022,1.0639513510201581,20.583333333333332,11489.983999999999
246,253,0.234,2020-05-15,55.0,1,3,Self-Employed,57827.0,22382.0,630.0,0,Average,6.529335188044744,9.606082351611315,2020,5,15,4,False,False,True,False,True,False,Medium,0,Q1,2,2020,0.38705103152506615,21.083333333333332,13531.518
247,471,0.177,2022-04-07,66.0,0,1,Self-Employed,38356.0,69381.0,572.0,0,Good,5.752837668711296,9.536922479796292,2022,4,7,3,False,False,False,False,False,True,Low,0,Q1,2,2022,1.8088695380123059,39.25,6789.012
248,242,0.792,2022-01-09,34.0,0,1,Self-Employed,144628.0,19383.0,836.0,1,Good,6.342897093655882,11.786746661448102,2022,1,9,6,True,False,False,False,False,True,High,1,Q3,1,2022,0.1340196918992173,20.166666666666668,114545.376
249,307,0.601,2018-07-27,62.0,1,4,Salaried,25810.0,87483.0,607.0,0,Poor,6.738501642004099,11.205919562209292,2018,7,27,4,False,False,True,False,False,True,Low,0,Q1,2,2018,3.389500193723363,25.583333333333332,15511.81
250,410,0.226,2020-05-02,39.0,1,3,Self-Employed,72280.0,52921.0,586.0,0,Poor,5.171686625531789,11.429497838688123,2020,5,2,5,False,True,False,True,False,False,Medium,0,Q2,2,2020,0.7321665744327615,34.166666666666664,16335.28
251,145,0.017,2023-03-02,65.0,1,1,Salaried,85469.0,9824.0,549.0,1,Average,4.815960481938953,11.386543545379514,2023,3,2,3,False,True,False,True,False,False,Medium,0,Q2,0,2023,0.11494225976669904,12.083333333333334,1452.9730000000002
252,361,0.009,2020-03-12,26.0,1,2,Unemployed,133190.0,56497.0,517.0,0,Poor,4.407122079867603,10.187169690232903,2020,3,12,3,False,True,False,True,False,False,High,1,Q3,0,2020,0.424183497259554,30.083333333333332,1198.7099999999998
253,367,0.538,2021-10-11,32.0,0,4,Unemployed,160038.0,40110.0,449.0,1,Average,4.10138113300461,11.092120696945592,2021,10,11,0,False,True,False,False,False,True,High,1,Q4,1,2021,0.25062797585573426,30.583333333333332,86100.444
254,438,0.164,2021-07-10,46.0,0,1,Unemployed,115352.0,79317.0,681.0,1,Poor,4.641099050268478,10.306465980332305,2021,7,10,5,False,True,False,False,True,False,High,1,Q3,0,2021,0.6876083639642139,36.5,18917.728
255,230,0.364,2020-06-09,54.0,1,3,Unemployed,183535.0,20445.0,830.0,1,Average,7.153962078705582,10.01161204170337,2020,6,9,1,False,False,False,False,True,False,High,1,Q4,1,2020,0.11139564660691421,19.166666666666668,66806.74
256,131,0.126,2023-03-15,51.0,0,3,Unemployed,128024.0,69483.0,384.0,0,Poor,4.79402395878831,9.798267976971681,2023,3,15,2,False,True,False,False,True,False,High,1,Q3,0,2023,0.5427341748422171,10.916666666666666,16131.024
257,498,0.476,2022-02-22,59.0,0,4,Self-Employed,175216.0,93997.0,369.0,1,Average,7.667593968996317,8.559431223574776,2022,2,22,1,False,True,False,False,False,False,High,1,Q4,1,2022,0.5364635649712355,41.5,83402.81599999999
258,198,0.066,2021-10-30,40.0,0,1,Salaried,83247.0,91847.0,648.0,1,Poor,5.88342895279259,6.14733451982765,2021,10,30,5,False,True,False,False,True,False,Medium,0,Q2,0,2021,1.1033070260790179,16.5,5494.302000000001
259,338,0.582,2021-03-04,35.0,1,2,Salaried,73410.0,41550.0,817.0,1,Average,7.3587616750472,10.914489478311625,2021,3,4,3,False,True,False,False,False,False,Medium,0,Q2,2,2021,0.5659991826726604,28.166666666666668,42724.619999999995
260,332,0.598,2021-02-18,42.0,0,2,Self-Employed,198903.0,49005.0,523.0,0,Good,7.23698264863809,8.282311870076583,2021,2,18,3,False,False,True,False,False,True,High,1,Q4,1,2021,0.24637637441365892,27.666666666666668,118943.99399999999
261,53,0.882,2020-08-29,51.0,1,1,Unemployed,186532.0,39461.0,369.0,0,Good,7.5980724340477455,7.575066092172644,2020,8,29,5,True,False,False,True,False,False,High,1,Q4,1,2020,0.21155083310102288,4.416666666666667,164521.224
262,484,0.54,2018-05-12,32.0,0,4,Salaried,115080.0,26337.0,726.0,1,Poor,6.65102120515588,11.183618553681276,2018,5,12,5,False,True,False,False,True,False,High,1,Q3,0,2018,0.22885818561001042,40.333333333333336,62143.200000000004
263,483,0.739,2021-02-18,22.0,0,3,Salaried,73518.0,58390.0,685.0,1,Good,7.850121460365486,6.79289465114519,2021,2,18,3,False,False,True,False,True,False,Medium,0,Q2,2,2021,0.7942272640713839,40.25,54329.801999999996
264,291,0.432,2021-12-08,64.0,1,4,Unemployed,161948.0,99260.0,576.0,0,Good,5.1272290588149225,8.801210494184302,2021,12,8,2,False,False,True,False,False,False,High,1,Q4,1,2021,0.6129127868204609,24.25,69961.536
265,425,0.592,2020-08-13,55.0,0,1,Unemployed,173295.0,70681.0,876.0,1,Good,5.10975639197247,6.326597778116742,2020,8,13,3,False,True,False,False,False,False,High,1,Q4,1,2020,0.40786520095790413,35.416666666666664,102590.64
266,389,0.572,2019-11-02,29.0,1,2,Self-Employed,194221.0,23876.0,713.0,1,Average,7.345408132933629,8.850425303272178,2019,11,2,5,False,False,False,True,False,False,High,1,Q4,1,2019,0.12293212371473733,32.416666666666664,111094.412
267,234,0.032,2021-03-22,46.0,0,1,Unemployed,58179.0,82446.0,339.0,1,Average,5.868574258980213,7.500056979004521,2021,3,22,0,False,True,False,True,False,False,Medium,0,Q1,2,2021,1.417109266230083,19.5,1861.728
268,350,0.825,2020-05-11,68.0,1,4,Salaried,172270.0,52836.0,482.0,0,Good,5.415245283037066,8.207355358535642,2020,5,11,0,False,True,False,False,True,False,High,1,Q4,1,2020,0.30670459162941893,29.166666666666668,142122.75
269,31,0.506,2022-09-19,21.0,0,2,Self-Employed,160456.0,93197.0,757.0,0,Average,6.0841248069260345,11.343476973927451,2022,9,19,0,False,True,False,False,False,True,High,1,Q4,1,2022,0.5808258961958418,2.5833333333333335,81190.736
270,262,0.866,2018-09-06,67.0,0,2,Self-Employed,174408.0,76731.0,623.0,0,Poor,4.42924805936949,7.849808213692863,2018,9,6,3,False,False,True,True,False,False,High,1,Q4,1,2018,0.439951149029861,21.833333333333332,151037.328
271,368,0.733,2018-04-11,64.0,0,3,Unemployed,199916.0,34981.0,760.0,1,Poor,7.887376675165848,10.279858703322923,2018,4,11,2,False,False,False,False,False,True,High,1,Q4,1,2018,0.1749784909662058,30.666666666666668,146538.42799999999
272,453,0.422,2021-07-26,56.0,0,1,Salaried,63028.0,59283.0,848.0,1,Good,4.934673555418666,8.132116359337772,2021,7,26,0,True,False,False,False,False,False,Medium,0,Q1,2,2021,0.9405819635717458,37.75,26597.816
273,184,0.045,2022-08-23,40.0,0,1,Unemployed,90178.0,18815.0,429.0,1,Good,4.119552690899333,8.933862977721784,2022,8,23,1,False,False,True,False,False,True,Medium,0,Q2,0,2022,0.2086429062520792,15.333333333333334,4058.0099999999998
274,10,0.795,2019-09-01,55.0,1,2,Unemployed,117139.0,92982.0,359.0,1,Average,7.372216495222014,6.842556564832955,2019,9,1,6,True,False,False,False,False,False,High,1,Q3,0,2019,0.7937749169789737,0.8333333333333334,93125.505
275,51,0.705,2020-04-30,22.0,0,3,Unemployed,82127.0,86004.0,526.0,1,Poor,7.4692263094734255,11.936583778139545,2020,4,30,3,False,False,False,True,False,False,Medium,0,Q2,0,2020,1.0472073739452312,4.25,57899.534999999996
276,101,0.022,2022-06-29,61.0,0,4,Self-Employed,29390.0,43911.0,464.0,1,Good,5.822810834670474,7.610160298714078,2022,6,29,2,False,False,False,False,True,False,Low,0,Q1,2,2022,1.4940796189179992,8.416666666666666,646.5799999999999
277,84,0.448,2018-02-11,53.0,0,1,Salaried,48180.0,40129.0,462.0,1,Poor,7.789759569138801,10.854820324443839,2018,2,11,6,False,True,False,True,False,False,Low,0,Q1,2,2018,0.8328974678289747,7.0,21584.64
278,146,0.869,2022-03-10,32.0,1,4,Salaried,46054.0,40213.0,499.0,0,Average,6.093347553347511,11.091439526469475,2022,3,10,3,True,False,False,False,False,False,Low,0,Q1,2,2022,0.8731706257871195,12.166666666666666,40020.926
279,366,0.917,2018-05-22,34.0,0,1,Unemployed,136906.0,54620.0,488.0,0,Poor,7.494528855074382,10.50900820847427,2018,5,22,1,False,False,False,True,False,False,High,1,Q3,0,2018,0.39895987027595575,30.5,125542.80200000001
280,240,0.586,2018-08-29,39.0,1,4,Unemployed,171978.0,36948.0,334.0,0,Poor,4.955111730465216,8.021088893587507,2018,8,29,2,False,False,True,False,True,False,High,1,Q4,1,2018,0.21484143320657292,20.0,100779.108
281,305,0.514,2019-11-13,37.0,1,4,Salaried,175794.0,36027.0,473.0,1,Average,6.2068240078349515,9.120452324049285,2019,11,13,2,True,False,False,False,True,False,High,1,Q4,1,2019,0.20493873511041333,25.416666666666668,90358.11600000001
282,149,0.619,2019-12-23,43.0,1,1,Unemployed,97925.0,60338.0,348.0,1,Good,7.764411152065993,10.316469247507804,2019,12,23,0,False,False,True,True,False,False,Medium,0,Q2,0,2019,0.6161654327291294,12.416666666666666,60615.575
283,69,0.729,2018-09-08,47.0,0,2,Unemployed,162790.0,11420.0,406.0,0,Average,6.7273523459964775,7.291705623200541,2018,9,8,5,False,False,True,True,False,False,High,1,Q4,1,2018,0.07015172922169667,5.75,118673.91
284,462,0.824,2019-10-14,39.0,1,1,Salaried,60571.0,50737.0,347.0,1,Good,5.501149081295507,6.967317046121547,2019,10,14,0,False,False,True,True,False,False,Medium,0,Q1,2,2019,0.8376450776774363,38.5,49910.504
285,34,0.176,2022-05-17,42.0,0,2,Salaried,112100.0,37454.0,547.0,0,Average,7.153276842372337,7.167552173222809,2022,5,17,1,False,False,True,False,True,False,High,1,Q3,0,2022,0.33411239964317574,2.8333333333333335,19729.6
286,431,0.781,2019-09-24,50.0,0,4,Self-Employed,77162.0,75627.0,389.0,1,Good,6.241276227788145,8.946391125562334,2019,9,24,1,True,False,False,False,False,True,Medium,0,Q2,2,2019,0.980106788315492,35.916666666666664,60263.522000000004
287,202,0.642,2020-12-17,44.0,1,4,Self-Employed,131337.0,46214.0,594.0,0,Poor,4.0510175240595,7.586083874300396,2020,12,17,3,False,True,False,False,False,False,High,1,Q3,0,2020,0.35187342485362083,16.833333333333332,84318.354
288,463,0.432,2018-11-20,24.0,0,2,Salaried,87124.0,89668.0,441.0,1,Average,6.730882989915189,11.288237494414275,2018,11,20,1,False,False,False,False,True,False,Medium,0,Q2,0,2018,1.0291997612598136,38.583333333333336,37637.568
289,242,0.364,2019-11-06,43.0,0,1,Salaried,184337.0,65234.0,512.0,0,Good,6.264850777193608,10.042367936071713,2019,11,6,2,False,True,False,False,True,False,High,1,Q4,1,2019,0.353884461611071,20.166666666666668,67098.668
290,288,0.217,2021-01-07,30.0,0,3,Unemployed,169913.0,43961.0,782.0,1,Average,6.6187719962375,6.280397478250317,2021,1,7,3,True,False,False,False,False,True,High,1,Q4,1,2021,0.2587265247509019,24.0,36871.121
291,328,0.271,2023-02-17,56.0,1,3,Unemployed,29724.0,35642.0,448.0,1,Average,4.051616835445815,6.9892335856832375,2023,2,17,4,False,False,True,False,False,True,Low,0,Q1,2,2023,1.1990983716861796,27.333333333333332,8055.204000000001
292,190,0.84,2021-10-26,41.0,1,4,Self-Employed,187965.0,64595.0,514.0,1,Average,5.523580109333829,8.1314356795766,2021,10,26,1,False,False,False,False,False,False,High,1,Q4,1,2021,0.34365440374537815,15.833333333333334,157890.6
293,362,0.177,2022-05-23,29.0,0,4,Self-Employed,22601.0,69136.0,498.0,1,Poor,7.551637082862021,10.98449957255082,2022,5,23,0,False,False,False,False,False,False,Low,0,Q1,2,2022,3.0589796911641076,30.166666666666668,4000.377
294,343,0.677,2022-10-22,44.0,1,3,Salaried,195259.0,49841.0,590.0,0,Poor,5.983863721985456,10.077627556156868,2022,10,22,5,False,True,False,True,False,False,High,1,Q4,1,2022,0.255255839679605,28.583333333333332,132190.34300000002
295,162,0.69,2023-06-07,53.0,0,1,Salaried,30249.0,70161.0,772.0,1,Average,7.078580144303338,9.960385220457828,2023,6,7,2,False,True,False,False,False,False,Low,0,Q1,2,2023,2.3194485768124564,13.5,20871.809999999998
296,474,0.021,2023-05-28,65.0,0,1,Unemployed,75548.0,14777.0,561.0,1,Good,6.265827675455629,9.247444380294903,2023,5,28,6,True,False,False,False,False,False,Medium,0,Q2,2,2023,0.19559750092656325,39.5,1586.508
297,345,0.298,2020-04-06,68.0,1,4,Self-Employed,179224.0,43596.0,856.0,0,Average,7.513273327565686,7.8010651056356055,2020,4,6,0,True,False,False,False,False,False,High,1,Q4,1,2020,0.24324867205285006,28.75,53408.752
298,402,0.693,2020-01-02,41.0,1,3,Self-Employed,121822.0,59444.0,532.0,0,Good,6.528283619885352,7.518043687951124,2020,1,2,3,False,False,False,True,False,False,High,1,Q3,0,2020,0.487957840127399,33.5,84422.646
299,35,0.481,2023-02-03,68.0,1,2,Self-Employed,133126.0,45408.0,423.0,0,Poor,6.72069671965432,6.706908346123276,2023,2,3,4,False,True,False,False,False,False,High,1,Q3,0,2023,0.34109039556510373,2.9166666666666665,64033.606
300,290,0.379,2022-04-16,66.0,1,2,Salaried,148909.0,44952.0,559.0,1,Average,5.475952791088266,6.3432885165331605,2022,4,16,5,False,False,True,False,False,True,High,1,Q3,1,2022,0.3018756421707217,24.166666666666668,56436.511
301,35,0.707,2018-01-03,31.0,1,2,Salaried,145189.0,49989.0,864.0,0,Average,5.622423420590129,6.47849398598547,2018,1,3,2,False,True,False,False,False,True,High,1,Q3,1,2018,0.3443029430604247,2.9166666666666665,102648.62299999999
302,455,0.766,2019-11-10,45.0,1,4,Salaried,179528.0,84207.0,770.0,0,Good,7.6153925785446654,7.655826579651984,2019,11,10,6,True,False,False,False,False,False,High,1,Q4,1,2019,0.46904661111358675,37.916666666666664,137518.448
303,105,0.215,2023-02-13,26.0,1,1,Self-Employed,104886.0,46995.0,660.0,0,Average,4.7079746242873775,11.430697982498483,2023,2,13,0,True,False,False,False,False,False,High,1,Q2,0,2023,0.4480578914249757,8.75,22550.489999999998
304,334,0.234,2023-03-22,57.0,1,4,Unemployed,164675.0,72697.0,604.0,0,Good,6.991433310825345,10.112418133604208,2023,3,22,2,True,False,False,False,False,False,High,1,Q4,1,2023,0.44145741612266587,27.833333333333332,38533.950000000004
305,345,0.946,2019-01-01,32.0,0,2,Self-Employed,115979.0,13969.0,541.0,1,Average,7.861163045393872,6.756826678294181,2019,1,1,1,False,False,False,False,False,False,High,1,Q3,0,2019,0.12044421834987368,28.75,109716.13399999999
306,474,0.845,2019-05-18,68.0,0,3,Self-Employed,183881.0,16827.0,442.0,0,Average,5.563327794630895,11.005850728567548,2019,5,18,5,False,False,True,False,False,True,High,1,Q4,1,2019,0.09151027022911556,39.5,155379.445
307,37,0.652,2018-09-09,41.0,1,2,Salaried,23445.0,73035.0,319.0,0,Good,5.8217877859117895,9.960534291032864,2018,9,9,6,False,False,False,False,False,True,Low,0,Q1,2,2018,3.1151631477927064,3.0833333333333335,15286.140000000001
308,475,0.232,2018-07-31,46.0,1,1,Unemployed,177563.0,33502.0,374.0,0,Good,4.389920489049786,9.216324113687117,2018,7,31,1,False,True,False,False,True,False,High,1,Q4,1,2018,0.18867669503218576,39.583333333333336,41194.616
309,121,0.952,2019-08-15,25.0,1,1,Self-Employed,184147.0,16743.0,706.0,0,Average,7.458947747011528,6.326019442699539,2019,8,15,3,False,False,True,True,False,False,High,1,Q4,1,2019,0.0909219265043688,10.083333333333334,175307.944
310,449,0.244,2019-08-16,44.0,1,1,Salaried,194751.0,72830.0,435.0,0,Good,6.931008559537018,6.786927235985667,2019,8,16,4,False,True,False,False,False,True,High,1,Q4,1,2019,0.37396470364722134,37.416666666666664,47519.244
311,434,0.522,2018-06-28,50.0,1,4,Self-Employed,117572.0,64135.0,461.0,1,Average,4.962217026198735,11.029389669519961,2018,6,28,3,False,False,False,True,False,False,High,1,Q3,0,2018,0.545495526145681,36.166666666666664,61372.584
312,467,0.314,2022-04-10,60.0,1,1,Unemployed,49328.0,94558.0,739.0,0,Average,4.652159001164743,9.240614764491793,2022,4,10,6,False,False,True,False,True,False,Low,0,Q1,2,2022,1.9169234511839117,38.916666666666664,15488.992
313,385,0.847,2018-02-27,42.0,1,1,Unemployed,138672.0,85188.0,553.0,0,Good,6.307644157300995,9.58776437703525,2018,2,27,1,False,False,True,False,True,False,High,1,Q3,0,2018,0.614312911041883,32.083333333333336,117455.184
314,77,0.928,2022-12-25,62.0,0,3,Salaried,150093.0,66819.0,554.0,1,Good,4.422709563032901,7.552511392365625,2022,12,25,6,False,True,False,False,False,False,High,1,Q3,1,2022,0.4451839859287242,6.416666666666667,139286.304
315,467,0.563,2019-08-21,59.0,1,3,Self-Employed,142371.0,96375.0,388.0,0,Average,7.076337914840758,6.783647496349201,2019,8,21,2,False,True,False,False,True,False,High,1,Q3,1,2019,0.6769285879849126,38.916666666666664,80154.87299999999
316,38,0.987,2018-11-26,26.0,0,2,Unemployed,114595.0,63613.0,794.0,1,Average,4.084559400220093,8.231451128892756,2018,11,26,0,True,False,False,False,False,False,High,1,Q3,0,2018,0.555111479558445,3.1666666666666665,113105.265
317,69,0.819,2022-08-05,32.0,1,2,Self-Employed,106309.0,81539.0,603.0,1,Good,6.965056366643837,10.983228807372996,2022,8,5,4,True,False,False,False,True,False,High,1,Q2,0,2022,0.766999971780376,5.75,87067.071
318,200,0.788,2019-05-28,58.0,1,4,Salaried,180685.0,9474.0,419.0,1,Average,5.386329608217702,11.794715409283953,2019,5,28,1,True,False,False,False,True,False,High,1,Q4,1,2019,0.05243379361872873,16.666666666666668,142379.78
319,398,0.354,2020-05-25,37.0,0,3,Unemployed,27571.0,23614.0,512.0,0,Good,4.892739805765916,8.025948095956782,2020,5,25,0,False,True,False,True,False,False,Low,0,Q1,2,2020,0.8564796343984622,33.166666666666664,9760.134
320,435,0.678,2019-05-22,37.0,1,2,Salaried,70796.0,82852.0,760.0,0,Average,6.906740945174324,6.847430191790991,2019,5,22,2,False,False,False,False,False,True,Medium,0,Q2,2,2019,1.170292106898695,36.25,47999.688
321,424,0.19,2021-02-16,33.0,1,4,Unemployed,93959.0,53694.0,895.0,0,Poor,7.080786729766611,10.551761338098018,2021,2,16,1,False,False,False,False,False,True,Medium,0,Q2,0,2021,0.5714620206685895,35.333333333333336,17852.21
322,308,0.759,2021-11-09,42.0,0,3,Unemployed,163087.0,62454.0,515.0,0,Good,4.974263362857965,8.657963946390746,2021,11,9,1,True,False,False,False,False,True,High,1,Q4,1,2021,0.3829489781527651,25.666666666666668,123783.033
323,125,0.896,2018-01-16,60.0,0,2,Unemployed,137775.0,79679.0,888.0,1,Poor,7.068810623272221,11.49149802210406,2018,1,16,1,False,False,True,True,False,False,High,1,Q3,0,2018,0.5783269823988387,10.416666666666666,123446.40000000001
324,331,0.698,2022-11-01,51.0,1,3,Salaried,175908.0,62649.0,569.0,0,Good,5.077776506869162,11.384558465290821,2022,11,1,1,False,False,False,False,False,True,High,1,Q4,1,2022,0.35614639470632375,27.583333333333332,122783.78399999999
325,254,0.074,2022-10-15,58.0,1,1,Self-Employed,101351.0,11485.0,645.0,1,Average,5.515103542746605,7.6505018325243235,2022,10,15,5,False,True,False,True,False,False,High,1,Q2,0,2022,0.11331905950607296,21.166666666666668,7499.973999999999
326,423,0.146,2019-10-06,61.0,1,3,Salaried,183872.0,17520.0,336.0,1,Poor,4.04140702797166,9.994958870904382,2019,10,6,6,False,True,False,False,True,False,High,1,Q4,1,2019,0.09528367560041769,35.25,26845.311999999998
327,239,0.445,2019-06-07,64.0,1,3,Unemployed,131926.0,95344.0,725.0,0,Average,6.5247122962104775,6.314325789862084,2019,6,7,4,False,True,False,False,False,False,High,1,Q3,0,2019,0.7227081848915301,19.916666666666668,58707.07
328,60,0.923,2019-07-02,56.0,0,4,Self-Employed,174606.0,36830.0,645.0,0,Poor,7.064601976595593,10.229557881337666,2019,7,2,1,False,False,False,False,True,False,High,1,Q4,1,2019,0.2109320412815138,5.0,161161.33800000002
329,349,0.604,2022-12-17,23.0,1,2,Salaried,176898.0,35382.0,330.0,0,Good,7.411771192649888,10.245488836052012,2022,12,17,5,False,False,False,False,False,False,High,1,Q4,1,2022,0.20001356714038598,29.083333333333332,106846.39199999999
330,262,0.281,2019-09-09,33.0,1,1,Unemployed,153364.0,34461.0,366.0,0,Average,7.781448866804716,11.459722664569863,2019,9,9,0,True,False,False,False,False,False,High,1,Q3,1,2019,0.22470071203150674,21.833333333333332,43095.28400000001
331,19,0.147,2021-11-26,36.0,0,1,Self-Employed,62187.0,30781.0,372.0,1,Average,7.236097697275763,10.883985618697572,2021,11,26,4,True,False,False,False,False,True,Medium,0,Q1,2,2021,0.4949748339685143,1.5833333333333333,9141.489
332,285,0.005,2018-05-15,56.0,1,1,Salaried,162694.0,59285.0,345.0,0,Poor,5.988564361483749,8.938823250209353,2018,5,15,1,False,True,False,True,False,False,High,1,Q4,1,2018,0.3643957367819342,23.75,813.47
333,459,0.409,2020-05-31,36.0,0,3,Unemployed,77744.0,32732.0,810.0,0,Good,4.760939015444489,10.564977420806306,2020,5,31,6,False,False,False,True,False,False,Medium,0,Q2,2,2020,0.4210228442066269,38.25,31797.296
334,421,0.801,2020-04-24,29.0,0,4,Salaried,129941.0,26196.0,565.0,0,Good,6.778549192514052,11.398618329380334,2020,4,24,4,True,False,False,False,False,False,High,1,Q3,0,2020,0.2015991873234776,35.083333333333336,104082.74100000001
335,176,0.153,2020-07-08,52.0,0,4,Salaried,86935.0,81097.0,651.0,0,Poor,5.813766411286945,10.255478727395035,2020,7,8,2,False,True,False,False,False,True,Medium,0,Q2,0,2020,0.932846379478921,14.666666666666666,13301.055
336,259,0.574,2019-10-26,60.0,1,1,Unemployed,98957.0,82662.0,835.0,1,Poor,5.406301466001334,8.35530103036717,2019,10,26,5,False,False,True,False,False,True,Medium,0,Q2,0,2019,0.8353325181644553,21.583333333333332,56801.31799999999
337,253,0.507,2021-07-18,50.0,0,1,Salaried,81864.0,27302.0,816.0,1,Average,5.744859097245751,7.686558253978832,2021,7,18,6,False,False,True,False,False,False,Medium,0,Q2,0,2021,0.33350434867585266,21.083333333333332,41505.048
338,434,0.067,2018-11-02,37.0,0,2,Unemployed,33621.0,63700.0,765.0,1,Average,4.932829620677956,10.036836490270105,2018,11,2,4,False,False,True,False,False,False,Low,0,Q1,2,2018,1.894649177597335,36.166666666666664,2252.607
339,11,0.476,2019-12-30,67.0,0,4,Salaried,29819.0,89102.0,816.0,0,Good,7.516822725213287,9.537895718099122,2019,12,30,0,False,False,False,False,False,True,Low,0,Q1,2,2019,2.988094838861129,0.9166666666666666,14193.844
340,160,0.133,2020-12-01,37.0,1,1,Unemployed,182228.0,31645.0,692.0,0,Average,7.9488053333504105,6.031838031770583,2020,12,1,1,True,False,False,True,False,False,High,1,Q4,1,2020,0.17365607919748885,13.333333333333334,24236.324
341,259,0.814,2018-03-01,42.0,0,2,Unemployed,86133.0,76564.0,347.0,0,Average,4.787876097052891,6.7327009212441205,2018,3,1,3,False,True,False,False,False,True,Medium,0,Q2,0,2018,0.8889043688249567,21.583333333333332,70112.262
342,231,0.895,2022-12-03,25.0,0,3,Salaried,109033.0,40702.0,328.0,0,Good,4.431029453056105,6.014669549619853,2022,12,3,5,True,False,False,False,True,False,High,1,Q2,0,2022,0.3732998266579843,19.25,97584.535
343,23,0.364,2019-04-22,68.0,0,1,Self-Employed,27532.0,63221.0,670.0,0,Good,6.289410842464371,7.638926959741171,2019,4,22,0,True,False,False,False,False,False,Low,0,Q1,2,2019,2.296273427284614,1.9166666666666667,10021.648
344,433,0.206,2019-01-01,26.0,0,1,Unemployed,198029.0,71059.0,453.0,1,Good,4.6879514302278755,7.392207409345264,2019,1,1,1,True,False,False,False,False,False,High,1,Q4,1,2019,0.3588312822869378,36.083333333333336,40793.973999999995
345,56,0.347,2018-05-20,29.0,0,4,Self-Employed,107360.0,32751.0,727.0,0,Average,6.828484850117581,6.348547799890111,2018,5,20,6,False,False,True,False,False,True,High,1,Q2,0,2018,0.30505774962742177,4.666666666666667,37253.92
346,355,0.461,2021-08-28,44.0,1,1,Self-Employed,70652.0,73626.0,750.0,0,Average,5.810708911362177,8.166545964141129,2021,8,28,5,False,True,False,False,False,True,Medium,0,Q2,2,2021,1.0420936420766573,29.583333333333332,32570.572
