customer_id,transaction_count,spending_ratio,join_date
931,407,0.769,2019-01-04
932,301,0.766,2018-01-19
933,430,0.229,2018-10-13
934,293,0.484,2020-04-23
935,209,0.798,2019-03-13
936,494,0.875,2022-08-22
937,422,0.148,2021-11-30
938,307,0.481,2021-01-07
939,138,0.792,2020-08-23
940,294,0.796,2021-11-16
941,42,0.773,2018-12-31
942,485,0.49,2019-03-30
943,154,0.371,2022-04-04
944,283,0.452,2018-11-03
945,363,0.531,2018-11-18
946,358,0.124,2021-03-20
947,397,0.883,2018-05-06
948,252,0.925,2019-12-19
949,255,0.458,2021-04-23
950,458,0.45,2019-05-18
951,286,0.09,2019-10-16
952,107,0.766,2023-03-02
953,479,0.645,2018-08-03
954,150,0.307,2022-07-22
955,436,0.664,2021-07-16
956,327,0.143,2022-01-25
957,456,0.389,2019-03-22
958,209,0.935,2021-03-11
959,348,0.894,2019-03-09
960,224,0.518,2018-01-30
961,445,0.315,2020-09-26
962,81,0.705,2021-02-03
963,190,0.58,2020-08-31
964,418,0.308,2021-04-19
965,473,0.218,2022-11-24
966,178,0.857,2023-05-09
967,305,0.651,2019-07-10
968,14,0.395,2018-04-28
969,229,0.831,2021-03-22
970,331,0.543,2022-09-06
971,129,0.984,2018-11-11
972,292,0.08,2022-09-26
973,360,0.949,2019-06-08
974,52,0.849,2022-07-03
975,386,0.835,2023-03-01
976,385,0.762,2021-03-21
977,331,0.225,2018-04-24
978,296,0.926,2018-07-26
979,208,0.277,2021-02-23
980,121,0.31,2022-11-13
981,423,0.398,2019-06-19
982,189,0.119,2020-01-05
983,363,0.616,2018-04-05
984,482,0.146,2020-02-01
985,362,0.808,2022-02-28
986,313,0.176,2019-11-05
987,380,0.126,2022-07-20
988,250,0.022,2018-04-25
989,374,0.764,2019-11-19
990,238,0.943,2020-02-08
991,479,0.857,2019-05-22
992,182,0.2,2021-06-22
993,11,0.12,2021-11-11
994,314,0.35,2018-08-19
995,459,0.047,2019-08-24
996,453,0.703,2021-10-28
997,274,0.219,2020-10-18
998,494,0.646,2020-05-02
999,130,0.383,2019-08-22
1000,25,0.591,2021-06-20
